gameid,season,homeOrAway,teamSkaterStatsgoals,teamSkaterStatspim,teamSkaterStatsshots,teamSkaterStatspowerPlayPercentage,teamSkaterStatspowerPlayGoals,teamSkaterStatspowerPlayOpportunities,teamSkaterStatsfaceOffWinPercentage,teamSkaterStatsblocked,teamSkaterStatstakeaways,teamSkaterStatsgiveaways,teamSkaterStatshits,teamid
739,2015,A,1,32,22,20,1,5,60,14,7,6,36,21
739,2016,A,0,6,19,0,0,0,43,17,6,6,18,23
739,2017,A,5,4,34,75,3,4,42,20,11,13,23,7
739,2018,A,3,4,39,0,0,2,44,10,1,3,21,7
739,2019,A,1,4,35,0,0,2,49,17,4,4,18,53
739,2015,H,6,12,24,60,3,5,40,22,8,20,12,28
739,2016,H,3,0,31,33,1,3,57,16,3,6,34,53
739,2017,H,0,8,33,0,0,2,58,8,9,20,43,22
739,2018,H,4,6,23,0,0,1,56,19,3,3,19,23
739,2019,H,3,4,25,50,1,2,51,10,8,7,16,23
740,2015,A,0,14,30,0,0,3,48,12,4,6,41,10
740,2016,A,4,8,21,50,1,2,49,28,9,23,17,22
740,2017,A,2,14,32,20,1,5,37,18,5,4,17,26
740,2018,A,3,13,14,50,1,2,51,11,3,1,19,24
740,2019,A,2,8,37,50,2,4,54,6,4,6,22,5
740,2015,H,1,8,29,17,1,6,53,16,12,9,21,14
740,2016,H,1,4,33,0,0,4,51,9,15,22,22,28
740,2017,H,6,10,35,43,3,7,63,17,9,4,16,23
740,2018,H,2,9,31,0,0,4,49,9,6,4,19,1
740,2019,H,1,8,29,25,1,4,46,19,3,15,33,17
741,2015,A,4,6,32,20,1,5,54,21,8,10,26,4
741,2016,A,2,4,30,0,0,1,50,9,5,14,17,15
741,2017,A,3,8,32,0,0,3,57,16,10,7,30,29
741,2018,A,1,27,31,25,1,4,47,20,2,0,20,26
741,2019,A,2,4,37,0,0,2,39,16,15,11,19,24
741,2015,H,3,12,30,0,0,2,46,22,8,11,30,15
741,2016,H,3,2,29,50,1,2,50,16,9,24,19,2
741,2017,H,6,8,38,67,2,3,43,13,6,13,20,54
741,2018,H,7,23,40,33,2,6,53,14,5,5,14,21
741,2019,H,1,4,26,0,0,2,61,14,11,19,20,12
742,2015,A,2,8,24,25,1,4,46,12,7,6,9,18
742,2016,A,6,6,26,0,0,0,45,11,3,8,19,29
742,2017,A,3,12,44,33,1,3,40,9,7,9,31,3
742,2018,A,3,12,20,33,1,3,36,12,16,12,24,3
742,2019,A,7,4,26,0,0,1,53,14,4,13,21,14
742,2015,H,1,8,27,0,0,4,55,9,6,17,19,20
742,2016,H,4,4,37,0,0,1,55,13,10,12,23,3
742,2017,H,6,6,31,33,2,6,60,4,4,10,23,24
742,2018,H,2,8,29,0,0,5,64,3,6,14,20,6
742,2019,H,1,2,31,0,0,2,47,14,2,12,29,52
743,2015,A,4,12,19,17,1,6,45,17,2,5,31,21
743,2016,A,2,8,39,50,1,2,63,16,3,5,47,18
743,2017,A,5,10,23,33,1,3,53,23,9,11,26,52
743,2018,A,5,2,24,0,0,2,50,23,6,19,17,4
743,2019,A,6,10,30,0,0,4,56,7,4,14,24,15
743,2015,H,3,14,38,0,0,5,55,8,3,16,28,26
743,2016,H,4,6,38,33,1,3,37,20,4,2,29,5
743,2017,H,4,19,33,33,1,3,47,21,2,7,25,28
743,2018,H,2,4,35,0,0,1,50,18,8,21,30,8
743,2019,H,4,10,29,25,1,4,44,21,10,17,28,2
744,2015,A,4,10,35,33,1,3,40,15,11,12,29,10
744,2016,A,1,14,16,20,1,5,42,20,8,14,26,4
744,2017,A,3,8,36,25,1,4,49,20,6,7,25,10
744,2018,A,3,8,39,33,1,3,53,12,8,2,19,28
744,2019,A,3,8,24,25,1,4,54,13,14,9,20,19
744,2015,H,3,8,42,0,0,4,60,18,11,9,20,6
744,2016,H,5,10,28,29,2,7,58,9,14,26,21,12
744,2017,H,2,8,36,50,2,4,52,15,5,10,17,16
744,2018,H,6,6,26,50,2,4,48,22,5,7,27,14
744,2019,H,5,8,18,0,0,4,46,11,11,7,19,21
745,2015,A,2,4,33,0,0,4,43,8,1,4,17,3
745,2016,A,2,2,39,33,1,3,51,21,2,18,31,7
745,2017,A,2,12,27,20,1,5,49,27,8,9,14,26
745,2018,A,2,2,30,0,0,1,47,16,10,3,15,9
745,2019,A,3,8,30,50,2,4,44,15,9,7,18,53
745,2015,H,3,8,25,100,2,2,57,8,3,5,28,1
745,2016,H,5,6,35,0,0,1,49,16,1,17,16,8
745,2017,H,1,22,31,0,0,5,51,10,6,16,21,20
745,2018,H,3,2,38,0,0,1,54,11,8,5,25,19
745,2019,H,7,8,27,25,1,4,57,14,14,10,21,22
746,2015,A,3,2,43,25,1,4,54,14,5,5,19,30
746,2016,A,4,10,24,0,0,1,51,16,5,6,23,1
746,2017,A,3,4,27,0,0,2,60,14,15,5,36,18
746,2018,A,2,19,29,0,0,6,46,19,4,10,13,52
746,2019,A,2,2,42,0,0,3,40,7,8,9,18,20
746,2015,H,5,8,38,100,1,1,47,11,9,4,18,2
746,2016,H,3,2,30,20,1,5,49,7,3,9,24,17
746,2017,H,0,4,27,0,0,2,40,7,11,5,29,1
746,2018,H,4,17,39,29,2,7,55,12,16,15,27,25
746,2019,H,5,6,21,100,1,1,60,23,4,12,25,9
747,2015,A,2,12,32,25,1,4,51,17,1,11,24,8
747,2016,A,4,13,35,33,1,3,49,12,5,10,20,6
747,2017,A,5,8,22,0,0,1,55,20,13,10,16,14
747,2018,A,4,8,30,33,1,3,58,18,9,14,9,13
747,2019,A,6,4,34,0,0,1,39,13,13,13,33,16
747,2015,H,4,25,36,50,2,4,49,18,6,13,16,4
747,2016,H,3,21,21,0,0,4,51,9,2,9,27,14
747,2017,H,1,12,37,25,1,4,45,12,4,8,25,4
747,2018,H,2,6,39,0,0,4,42,13,7,14,18,18
747,2019,H,2,2,33,50,1,2,61,10,9,13,14,10
748,2015,A,5,14,23,0,0,1,58,11,3,3,31,9
748,2016,A,5,14,41,0,0,4,55,9,6,7,13,9
748,2017,A,3,4,26,20,1,5,53,10,3,3,17,30
748,2018,A,1,8,20,25,1,4,34,10,4,0,14,29
748,2019,A,4,2,34,0,0,2,49,9,9,21,41,54
748,2015,H,6,6,44,40,2,5,42,11,5,5,16,5
748,2016,H,6,16,34,0,0,3,45,8,8,4,20,13
748,2017,H,6,10,39,100,2,2,47,13,9,11,18,5
748,2018,H,2,8,31,0,0,4,66,15,7,1,20,30
748,2019,H,4,4,32,0,0,1,51,20,9,28,23,8
749,2015,A,5,16,19,50,2,4,48,16,7,5,11,13
749,2016,A,5,4,24,100,1,1,54,10,10,3,19,52
749,2017,A,6,11,29,50,1,2,62,14,4,12,15,12
749,2018,A,5,18,34,29,2,7,56,15,10,12,9,20
749,2019,A,4,19,38,17,1,6,41,15,1,7,15,13
749,2015,H,2,8,38,0,0,8,52,3,8,18,25,15
749,2016,H,3,4,27,0,0,1,46,12,5,6,28,19
749,2017,H,5,9,31,33,1,3,38,24,4,15,26,8
749,2018,H,2,20,24,17,1,6,44,14,6,24,19,22
749,2019,H,1,27,28,0,0,7,59,14,5,7,16,17
750,2015,A,1,6,23,0,0,3,44,14,7,9,19,19
750,2016,A,3,2,43,50,1,2,62,15,4,12,15,10
750,2017,A,3,8,44,100,1,1,49,13,4,13,25,6
750,2018,A,3,4,37,0,0,2,52,20,11,7,37,5
750,2019,A,1,4,35,0,0,2,53,8,8,8,33,26
750,2015,H,0,6,16,0,0,3,57,16,1,22,22,18
750,2016,H,6,4,20,100,1,1,38,20,5,8,20,25
750,2017,H,2,2,23,25,1,4,51,15,5,9,38,9
750,2018,H,7,4,35,50,1,2,48,10,10,9,33,54
750,2019,H,4,4,26,100,2,2,47,14,4,11,22,4
751,2015,A,5,8,27,25,1,4,54,15,5,14,14,25
751,2016,A,5,6,35,0,0,1,57,21,11,4,7,30
751,2017,A,5,2,28,0,0,2,46,16,3,8,13,16
751,2018,A,5,10,39,0,0,2,47,15,6,10,35,15
751,2019,A,0,16,41,0,0,3,54,8,8,6,22,1
751,2015,H,3,10,24,33,1,3,46,14,6,9,17,52
751,2016,H,2,2,43,33,1,3,43,13,11,21,15,22
751,2017,H,1,4,24,100,1,1,54,19,5,15,26,17
751,2018,H,8,10,28,50,1,2,53,15,11,9,29,16
751,2019,H,5,18,31,0,0,2,46,17,7,8,21,29
752,2015,A,2,4,42,0,0,3,46,15,9,3,11,16
752,2016,A,3,2,39,33,1,3,50,19,1,6,32,26
752,2017,A,4,15,46,33,2,6,42,8,2,1,21,15
752,2018,A,0,6,19,0,0,1,57,11,4,12,20,24
752,2019,A,1,6,31,0,0,3,41,12,6,13,14,7
752,2015,H,1,6,23,0,0,2,54,21,4,6,22,21
752,2016,H,2,6,32,0,0,1,50,11,3,3,32,53
752,2017,H,2,19,34,0,0,4,58,5,11,8,17,13
752,2018,H,3,2,28,33,1,3,44,12,8,7,16,2
752,2019,H,2,6,37,33,1,3,59,14,8,8,17,18
753,2015,A,1,10,37,0,0,5,41,12,4,6,27,29
753,2016,A,1,2,29,0,0,4,48,9,2,4,21,21
753,2017,A,1,6,37,0,0,2,41,18,4,5,33,21
753,2018,A,2,4,37,0,0,3,45,9,9,4,19,17
753,2019,A,0,22,27,0,0,1,69,9,2,7,17,25
753,2015,H,5,14,35,67,2,3,59,16,7,23,24,22
753,2016,H,5,8,31,100,1,1,52,12,2,11,27,24
753,2017,H,3,4,34,67,2,3,59,14,7,4,25,19
753,2018,H,3,6,31,0,0,2,55,15,6,6,20,23
753,2019,H,7,18,32,100,3,3,31,14,6,4,13,30
754,2015,A,6,12,35,43,3,7,44,19,0,5,27,26
754,2016,A,1,6,25,0,0,3,59,22,6,26,11,16
754,2017,A,4,11,29,50,1,2,48,15,4,7,17,10
754,2018,A,4,2,31,0,0,4,38,30,3,9,24,53
754,2019,A,1,36,18,0,0,1,38,15,2,8,19,28
754,2015,H,2,16,26,0,0,5,56,16,10,3,31,53
754,2016,H,3,6,29,33,1,3,41,21,21,16,25,28
754,2017,H,1,9,40,0,0,3,52,15,2,23,15,25
754,2018,H,2,8,26,0,0,1,62,11,10,14,19,10
754,2019,H,4,38,39,20,1,5,62,13,4,8,25,23
755,2015,A,2,8,32,0,0,3,47,13,5,17,22,28
755,2016,A,3,6,33,67,2,3,46,12,5,9,24,6
755,2017,A,3,23,37,0,0,4,44,16,6,12,30,20
755,2018,A,7,10,34,100,1,1,55,16,7,17,30,12
755,2019,A,3,6,38,0,0,2,58,7,5,3,28,6
755,2015,H,3,6,25,0,0,4,53,23,4,17,25,24
755,2016,H,5,6,22,33,1,3,54,17,5,12,17,15
755,2017,H,3,45,37,0,0,3,56,18,16,12,23,22
755,2018,H,4,4,21,25,1,4,46,12,3,23,32,22
755,2019,H,4,6,22,0,0,2,42,22,5,12,37,5
756,2015,A,4,4,32,33,1,3,50,15,4,15,40,7
756,2016,A,1,10,29,0,0,3,60,16,5,10,13,30
756,2017,A,2,4,27,100,1,1,51,23,4,3,28,29
756,2018,A,4,20,27,0,0,3,43,21,12,4,21,18
756,2019,A,1,4,27,0,0,3,52,20,10,5,24,2
756,2015,H,2,6,35,50,1,2,50,21,6,9,33,8
756,2016,H,5,8,36,50,2,4,40,12,9,12,12,20
756,2017,H,1,4,39,100,1,1,49,12,7,5,37,53
756,2018,H,1,18,36,0,0,4,57,8,7,3,25,21
756,2019,H,1,6,32,0,0,2,48,16,8,7,15,12
757,2015,A,1,10,25,0,0,2,55,7,6,4,20,17
757,2016,A,0,21,22,0,0,4,51,9,1,4,26,21
757,2017,A,4,6,26,33,1,3,59,15,5,2,17,7
757,2018,A,4,10,22,0,0,2,44,19,10,5,27,30
757,2019,A,2,0,31,0,0,1,59,14,11,5,24,29
757,2015,H,3,8,23,67,2,3,45,16,10,9,20,14
757,2016,H,5,13,40,33,1,3,49,16,1,7,26,26
757,2017,H,0,8,30,0,0,2,41,9,1,5,15,23
757,2018,H,2,4,32,20,1,5,57,18,10,9,41,54
757,2019,H,1,2,32,0,0,0,41,15,13,11,26,3
758,2015,A,1,8,29,0,0,5,56,11,9,8,7,12
758,2016,A,2,8,44,33,1,3,49,8,2,5,22,3
758,2017,A,2,4,25,0,0,1,49,20,10,4,17,2
758,2018,A,2,25,29,0,0,2,54,12,10,11,23,28
758,2019,A,2,6,38,0,0,5,53,15,10,7,47,52
758,2015,H,4,10,24,50,2,4,44,16,4,8,12,20
758,2016,H,1,8,37,0,0,3,51,8,8,7,20,7
758,2017,H,1,2,39,50,1,2,51,7,18,6,17,54
758,2018,H,6,11,30,75,3,4,46,14,12,19,25,13
758,2019,H,5,12,33,0,0,2,47,24,11,13,17,16
759,2015,A,2,6,33,0,0,4,48,12,1,2,17,6
759,2016,A,1,6,16,0,0,1,46,26,3,12,19,8
759,2017,A,3,8,27,0,0,2,44,17,9,13,35,52
759,2018,A,3,10,36,50,1,2,52,11,4,3,21,19
759,2019,A,3,10,25,0,0,2,42,15,12,7,27,17
759,2015,H,2,8,28,0,0,3,53,15,3,5,23,7
759,2016,H,3,2,24,33,1,3,54,14,6,12,34,4
759,2017,H,3,4,39,0,0,4,56,9,7,12,35,24
759,2018,H,4,4,29,20,1,5,48,13,3,8,28,26
759,2019,H,6,4,46,20,1,5,58,12,6,9,18,21
760,2015,A,2,6,18,33,1,3,52,16,3,8,20,30
760,2016,A,5,6,30,40,2,5,41,16,3,5,25,9
760,2017,A,6,2,29,33,1,3,50,11,7,4,13,3
760,2018,A,7,6,43,33,2,6,53,22,7,8,16,28
760,2019,A,5,8,25,50,1,2,48,15,4,6,15,13
760,2015,H,4,6,30,0,0,3,48,12,8,6,20,3
760,2016,H,2,10,21,0,0,3,59,20,2,8,17,14
760,2017,H,5,16,28,0,0,1,50,13,6,10,9,28
760,2018,H,6,12,39,33,1,3,47,18,15,12,25,15
760,2019,H,4,4,33,50,2,4,53,7,7,4,10,30
761,2015,A,2,4,26,0,0,2,53,15,4,5,25,2
761,2016,A,1,6,27,0,0,3,45,6,6,4,33,10
761,2017,A,3,10,27,50,1,2,57,16,8,14,33,24
761,2018,A,3,4,33,0,0,1,37,22,5,11,25,53
761,2019,A,2,10,29,50,1,2,45,9,12,8,27,54
761,2015,H,3,4,23,0,0,2,47,33,10,6,23,15
761,2016,H,5,8,31,50,1,2,55,21,4,2,28,19
761,2017,H,1,6,31,0,0,4,43,9,4,13,23,6
761,2018,H,2,2,27,0,0,2,63,17,8,14,30,9
761,2019,H,3,4,37,0,0,5,55,5,10,11,27,6
762,2015,A,2,8,34,17,1,6,37,29,9,5,30,1
762,2016,A,0,11,31,0,0,3,42,17,8,8,30,22
762,2017,A,3,8,28,0,0,0,46,18,5,5,12,1
762,2018,A,2,6,36,0,0,2,49,16,8,3,22,2
762,2019,A,4,10,18,100,2,2,65,16,8,12,25,2
762,2015,H,2,12,39,0,0,4,64,12,16,6,38,10
762,2016,H,2,11,27,0,0,3,58,7,13,11,16,18
762,2017,H,1,0,28,25,1,4,54,10,5,4,20,7
762,2018,H,2,4,40,67,2,3,51,20,5,13,16,16
762,2019,H,2,4,42,40,2,5,35,11,6,12,16,3
763,2015,A,7,23,28,100,3,3,40,27,8,9,20,22
763,2016,A,4,4,29,50,1,2,44,29,3,7,16,52
763,2017,A,4,2,40,0,0,0,57,16,8,13,19,13
763,2018,A,2,8,35,0,0,2,40,12,10,9,14,12
763,2019,A,0,6,19,0,0,3,52,13,1,7,30,5
763,2015,H,2,21,38,25,1,4,60,18,4,11,34,9
763,2016,H,3,4,42,50,1,2,56,7,12,22,26,25
763,2017,H,1,0,33,0,0,1,43,11,7,21,19,2
763,2018,H,3,4,25,0,0,4,60,18,7,19,11,20
763,2019,H,3,6,30,0,0,3,48,11,6,10,32,4
764,2015,A,3,12,39,29,2,7,41,8,5,7,21,17
764,2016,A,4,19,26,50,2,4,49,21,1,5,8,16
764,2017,A,2,8,42,40,2,5,41,11,11,7,17,28
764,2018,A,3,6,27,0,0,3,45,16,5,7,17,17
764,2019,A,1,21,17,0,0,4,45,8,6,16,26,52
764,2015,H,6,18,33,50,2,4,59,14,8,6,20,13
764,2016,H,3,27,27,20,1,5,51,11,3,7,46,53
764,2017,H,5,12,31,0,0,3,59,19,6,9,34,5
764,2018,H,2,6,34,0,0,3,55,8,7,12,36,22
764,2019,H,4,17,29,20,1,5,55,14,10,18,9,12
765,2015,A,3,8,32,0,0,4,37,26,8,2,12,28
765,2016,A,4,4,32,67,2,3,37,21,5,2,12,28
765,2017,A,1,6,30,0,0,1,47,18,10,8,26,9
765,2018,A,3,2,44,100,1,1,36,22,6,17,32,15
765,2019,A,4,8,26,33,1,3,51,17,7,8,23,13
765,2015,H,1,10,27,0,0,2,63,9,7,3,13,19
765,2016,H,1,6,33,0,0,2,64,15,5,10,7,23
765,2017,H,2,2,39,33,1,3,53,10,19,5,18,12
765,2018,H,6,2,37,100,1,1,64,9,7,20,15,10
765,2019,H,3,6,35,25,1,4,49,19,8,11,19,16
766,2015,A,6,14,19,33,1,3,40,14,6,10,15,4
766,2016,A,3,4,31,0,0,0,46,17,4,3,40,29
766,2017,A,2,6,43,50,1,2,53,9,4,5,14,30
766,2018,A,1,4,31,33,1,3,57,20,5,11,24,53
766,2019,A,3,2,30,50,1,2,42,14,8,7,24,52
766,2015,H,3,6,40,14,1,7,60,6,2,2,14,18
766,2016,H,4,2,33,100,1,1,54,22,6,5,38,5
766,2017,H,2,4,30,33,1,3,48,10,5,2,18,29
766,2018,H,2,6,24,50,1,2,43,16,6,18,33,8
766,2019,H,4,4,29,100,1,1,59,17,8,11,28,29
767,2015,A,4,10,44,50,1,2,46,4,4,4,24,25
767,2016,A,4,4,36,20,1,5,48,6,4,5,23,2
767,2017,A,1,6,34,33,1,3,41,21,4,5,23,8
767,2018,A,5,4,28,33,2,6,45,24,3,1,28,30
767,2019,A,2,0,27,50,1,2,50,11,2,3,12,17
767,2015,H,3,8,24,0,0,3,55,28,6,8,35,21
767,2016,H,5,10,24,0,0,2,52,10,7,7,23,17
767,2017,H,3,7,31,33,1,3,59,20,10,4,24,19
767,2018,H,2,12,22,50,1,2,55,22,2,4,34,21
767,2019,H,4,4,33,0,0,0,50,13,6,2,9,30
768,2015,A,5,12,40,0,0,4,39,9,8,3,15,16
768,2016,A,1,17,23,0,0,3,52,8,5,11,26,24
768,2017,A,2,7,31,0,0,2,43,19,12,6,10,16
768,2018,A,2,12,27,0,0,2,49,20,10,8,27,18
768,2019,A,4,6,40,33,1,3,44,10,3,22,28,15
768,2015,H,4,22,28,50,2,4,61,11,8,5,25,53
768,2016,H,2,13,37,0,0,5,48,13,3,7,26,13
768,2017,H,1,9,43,0,0,1,57,16,13,12,18,18
768,2018,H,1,8,48,0,0,5,51,17,9,9,26,54
768,2019,H,2,6,33,0,0,3,56,15,7,17,23,8
769,2015,A,1,6,28,33,1,3,45,19,2,6,32,29
769,2016,A,4,8,38,50,1,2,59,13,4,4,20,20
769,2017,A,1,8,24,0,0,4,48,16,4,7,27,14
769,2018,A,5,2,32,0,0,0,49,16,9,13,25,19
769,2019,A,3,9,53,20,1,5,52,29,8,13,27,1
769,2015,H,1,6,38,33,1,3,55,14,3,11,12,23
769,2016,H,3,6,29,67,2,3,41,11,4,5,20,1
769,2017,H,3,8,37,25,1,4,52,18,5,14,31,52
769,2018,H,1,0,13,0,0,1,51,12,5,16,32,24
769,2019,H,3,15,38,50,1,2,48,11,9,18,23,9
770,2015,A,4,6,24,20,1,5,54,10,3,1,27,24
770,2016,A,1,2,25,0,0,3,44,17,11,2,15,22
770,2017,A,3,8,42,33,1,3,53,19,4,1,20,26
770,2018,A,5,6,34,17,1,6,47,11,3,5,18,12
770,2019,A,5,2,31,0,0,2,50,13,6,5,18,10
770,2015,H,2,12,25,50,1,2,46,14,4,8,50,26
770,2016,H,2,6,23,100,1,1,56,11,14,9,14,12
770,2017,H,0,6,28,0,0,4,47,31,1,12,31,25
770,2018,H,2,34,26,0,0,2,53,15,2,12,12,23
770,2019,H,2,4,36,0,0,1,50,11,7,10,19,18
771,2015,A,3,4,30,0,0,3,47,12,5,6,19,5
771,2016,A,3,6,30,25,1,4,53,18,4,11,35,15
771,2017,A,4,6,35,50,1,2,49,22,7,9,13,54
771,2018,A,1,4,32,33,1,3,43,13,4,16,28,52
771,2019,A,2,8,25,0,0,4,45,19,4,8,16,14
771,2015,H,6,6,29,50,1,2,53,12,11,11,27,14
771,2016,H,2,8,22,0,0,3,47,15,11,14,25,8
771,2017,H,2,4,33,0,0,3,51,13,8,15,22,20
771,2018,H,3,6,31,0,0,2,57,21,9,13,18,4
771,2019,H,3,8,35,0,0,4,55,21,14,17,23,25
772,2015,A,5,4,29,25,1,4,44,16,3,12,16,12
772,2016,A,1,4,28,0,0,2,50,19,8,12,36,26
772,2017,A,3,10,30,25,1,4,39,13,3,2,27,21
772,2018,A,6,10,32,40,2,5,55,22,2,4,38,1
772,2019,A,1,6,37,0,0,3,39,16,8,3,22,19
772,2015,H,3,8,36,50,1,2,56,12,4,15,29,52
772,2016,H,0,4,17,0,0,2,50,29,2,14,36,4
772,2017,H,4,10,26,25,1,4,61,11,5,6,14,23
772,2018,H,3,19,40,0,0,5,45,9,7,7,37,5
772,2019,H,3,6,26,0,0,3,61,23,6,9,21,23
773,2015,A,2,4,18,0,0,0,47,30,4,4,29,29
773,2016,A,2,21,25,25,1,4,30,11,6,2,21,52
773,2017,A,0,4,28,0,0,1,42,16,3,7,39,2
773,2018,A,3,16,27,50,1,2,45,21,12,7,31,52
773,2019,A,2,7,28,50,1,2,56,9,8,6,31,24
773,2015,H,1,2,31,0,0,1,54,9,7,20,12,20
773,2016,H,5,15,28,50,1,2,71,10,10,4,17,21
773,2017,H,5,2,50,0,0,2,58,20,16,18,19,10
773,2018,H,3,14,39,33,1,3,55,16,11,9,24,6
773,2019,H,4,9,31,0,0,1,44,14,12,8,28,28
774,2015,A,2,14,25,20,1,5,49,19,4,12,25,53
774,2016,A,6,17,26,50,1,2,40,19,16,8,30,10
774,2017,A,1,6,31,0,0,2,53,13,4,16,19,28
774,2018,A,1,4,19,0,0,2,57,19,11,13,21,4
774,2019,A,5,8,39,75,3,4,46,11,4,2,30,9
774,2015,H,5,10,41,14,1,7,52,14,8,10,31,24
774,2016,H,5,11,41,40,2,5,60,19,10,12,30,6
774,2017,H,1,4,44,0,0,3,47,13,2,5,32,17
774,2018,H,0,4,38,0,0,2,43,7,10,12,26,3
774,2019,H,2,8,30,25,1,4,54,6,6,5,17,7
775,2015,A,2,4,29,0,0,3,46,10,4,2,22,15
775,2016,A,0,17,37,0,0,2,50,7,2,9,26,9
775,2017,A,3,11,30,0,0,1,58,15,11,3,18,4
775,2018,A,5,4,34,0,0,2,54,15,2,3,12,7
775,2019,A,4,8,34,50,1,2,46,11,6,9,18,19
775,2015,H,2,6,24,50,1,2,54,14,11,7,23,1
775,2016,H,4,21,26,0,0,0,50,17,6,7,28,7
775,2017,H,5,7,25,67,2,3,42,9,15,13,18,15
775,2018,H,4,4,37,50,1,2,46,13,8,4,28,29
775,2019,H,4,4,31,75,3,4,54,13,13,12,19,20
776,2015,A,2,19,28,0,0,2,48,18,5,8,28,3
776,2016,A,2,21,16,0,0,5,46,21,5,9,25,24
776,2017,A,1,4,33,0,0,1,51,19,21,14,37,19
776,2018,A,2,15,35,50,1,2,54,16,5,8,59,14
776,2019,A,5,12,24,25,1,4,48,19,7,7,18,18
776,2015,H,2,29,28,25,1,4,52,16,4,15,32,4
776,2016,H,2,19,37,14,1,7,54,12,6,8,25,14
776,2017,H,3,4,46,100,1,1,49,14,9,9,30,6
776,2018,H,4,13,22,0,0,3,46,17,6,10,39,5
776,2019,H,4,10,33,20,1,5,52,12,6,14,30,15
777,2015,A,1,8,24,0,0,3,43,13,4,10,34,22
777,2016,A,5,8,25,0,0,3,59,24,5,10,15,12
777,2017,A,4,35,32,29,2,7,57,16,3,3,16,13
777,2018,A,0,2,30,0,0,1,57,10,5,20,28,7
777,2019,A,5,6,34,0,0,2,50,23,5,13,20,10
777,2015,H,5,8,36,33,1,3,57,16,7,9,29,8
777,2016,H,4,6,37,25,1,4,41,14,8,8,20,2
777,2017,H,2,47,32,33,1,3,44,5,3,2,21,7
777,2018,H,1,2,27,0,0,1,43,19,5,18,23,25
777,2019,H,3,4,34,0,0,3,50,15,13,16,31,25
778,2015,A,1,8,29,20,1,5,52,10,2,6,25,2
778,2016,A,5,11,30,50,1,2,52,15,2,1,8,1
778,2017,A,3,20,25,67,2,3,55,10,12,5,21,4
778,2018,A,3,2,41,100,2,2,63,18,13,10,18,4
778,2019,A,3,22,28,0,0,1,53,14,8,10,24,20
778,2015,H,5,12,20,33,1,3,48,14,5,8,16,17
778,2016,H,1,21,32,0,0,2,48,6,5,4,24,29
778,2017,H,4,18,22,50,2,4,46,9,9,4,22,1
778,2018,H,2,4,25,100,1,1,37,20,8,13,13,6
778,2019,H,3,16,34,25,1,4,47,14,10,22,35,22
779,2015,A,1,6,38,0,0,3,53,12,6,9,28,7
779,2016,A,4,4,31,0,0,5,45,17,8,2,23,5
779,2017,A,4,6,32,0,0,1,40,6,7,11,10,10
779,2018,A,4,8,25,50,2,4,48,9,7,1,15,3
779,2019,A,2,8,27,0,0,5,53,10,5,11,14,53
779,2015,H,2,8,38,0,0,2,47,10,4,10,24,6
779,2016,H,1,30,23,0,0,2,55,9,5,2,22,19
779,2017,H,0,2,25,0,0,3,60,20,2,15,23,3
779,2018,H,3,8,22,50,2,4,52,11,7,8,17,1
779,2019,H,4,10,32,0,0,4,47,12,9,12,20,24
780,2015,A,1,10,27,0,0,4,51,11,2,10,33,10
780,2016,A,1,8,19,0,0,5,44,17,8,10,11,17
780,2017,A,0,6,27,0,0,1,21,15,16,11,54,8
780,2018,A,3,8,31,33,1,3,54,13,4,9,18,29
780,2019,A,4,2,24,0,0,2,52,18,3,14,34,14
780,2015,H,6,12,25,0,0,3,49,16,10,15,43,9
780,2016,H,0,14,42,0,0,3,56,7,9,10,14,18
780,2017,H,2,2,30,0,0,3,79,13,17,7,21,12
780,2018,H,4,6,26,25,1,4,46,15,11,17,27,52
780,2019,H,2,4,34,100,1,1,48,13,7,15,27,26
781,2015,A,3,10,35,20,1,5,51,7,1,0,30,5
781,2016,A,5,11,36,50,1,2,45,9,4,8,5,16
781,2017,A,1,10,31,0,0,2,51,8,4,9,29,24
781,2018,A,7,8,30,0,0,2,45,9,7,10,9,16
781,2019,A,5,4,25,33,1,3,66,18,10,5,9,23
781,2015,H,2,10,44,20,1,5,49,11,8,7,28,13
781,2016,H,3,9,34,0,0,3,55,20,8,16,27,25
781,2017,H,2,6,32,50,2,4,49,19,3,5,28,9
781,2018,H,3,6,43,33,1,3,55,5,5,7,9,7
781,2019,H,2,6,40,0,0,2,35,11,9,7,21,28
782,2015,A,1,14,39,14,1,7,59,5,3,3,19,30
782,2016,A,6,8,39,0,0,1,47,12,3,2,13,30
782,2017,A,0,6,19,0,0,2,51,12,6,18,17,26
782,2018,A,4,12,26,0,0,2,46,19,11,14,22,18
782,2019,A,3,6,30,0,0,1,46,10,4,8,20,8
782,2015,H,4,16,24,50,3,6,41,10,6,6,20,19
782,2016,H,3,6,27,50,1,2,53,11,6,7,26,23
782,2017,H,5,4,36,67,2,3,49,19,10,11,11,18
782,2018,H,1,4,28,17,1,6,54,13,13,21,23,13
782,2019,H,1,2,21,33,1,3,54,11,7,8,19,7
783,2015,A,2,9,30,40,2,5,57,11,7,9,13,28
783,2016,A,2,15,28,25,1,4,57,13,6,23,22,53
783,2017,A,3,6,31,50,1,2,50,14,5,11,21,54
783,2018,A,0,8,41,0,0,1,42,16,1,14,33,14
783,2019,A,5,6,30,33,1,3,54,15,8,2,17,18
